"id","flex","level","female","haskids","salary","tenure","produc"
2070,0,"Entry",0,0,52281.4608783226,2,5.92
2071,1,"Entry",1,1,49592.2146335228,1,3.29
2072,1,"Entry",0,0,47035.2361265804,2,6.2
2073,1,"Entry",0,1,48687.3473352785,3,5.74
2074,1,"Entry",1,0,56181.0609292127,3,3.78
2075,1,"Manager",0,0,125949.277684511,11,7.76
2076,1,"Entry",1,0,53764.7433361229,2,5.94
2077,0,"Entry",0,0,49638.3645447878,1,5.92
2078,0,"Entry",0,0,47553.8295563095,2,5.24
2079,1,"Entry",0,1,51240.3587748117,3,5.77
2080,1,"Manager",1,1,123419.662139973,8,7.16
2081,1,"Entry",1,1,53278.2697619717,2,5.3
2082,0,"Entry",1,0,51083.6071748021,2,5.24
2083,1,"Manager",1,0,95243.7171541724,4,7.54
2084,1,"Entry",1,0,46617.037501636,2,7.39
2085,0,"Manager",0,0,126791.739572143,10,6.11
2086,0,"Entry",0,0,54627.7574869207,2,5.24
2087,1,"Entry",1,0,47439.2117008724,2,8.23
2088,1,"Manager",1,0,114279.200539391,6,5.68
2089,0,"Entry",1,1,48942.8787691704,1,4.86
2090,0,"Manager",0,0,129633.190698069,11,6.03
2091,0,"Manager",0,0,108806.290071877,5,5.22
2092,0,"Manager",1,0,122630.823249704,7,4.97
2093,0,"Entry",1,0,47919.7602884043,2,5.92
2094,1,"Manager",0,1,124012.45786508,7,5.17
2095,1,"Manager",0,1,133584.590633174,12,4.69
2096,0,"Entry",0,0,53587.1936579605,2,3.9
2097,0,"Entry",1,1,48503.5203857148,1,6.56
2098,1,"Manager",0,1,108976.710228895,5,4.82
2099,0,"Entry",1,1,46295.102724201,1,2.53
2100,1,"Entry",0,1,41219.5558582981,-1,5.51
2101,0,"Manager",1,0,123038.711354157,9,4.43
2102,1,"Manager",1,0,107354.713531476,5,5.93
2103,1,"Manager",1,1,115832.803270194,6,4.48
2104,1,"Manager",0,1,137832.310482173,13,6.36
2105,1,"Manager",0,1,141160.439865364,14,4.95
2106,0,"Manager",1,0,101264.072393326,6,3.34
2107,0,"Manager",0,1,120510.478131291,10,5.3
2108,1,"Entry",1,0,46082.7679677214,1,7.41
2109,1,"Entry",0,1,50709.6097855007,3,4.47
2110,1,"Manager",1,1,113385.562648424,7,6.89
2111,0,"Entry",0,1,49979.1127146925,3,4.8
2112,1,"Entry",1,0,43771.2671717115,0,7.21
2113,1,"Entry",1,1,53287.6775597134,2,3.75
2114,0,"Entry",0,0,50583.9998999667,2,3.9
2115,1,"Manager",1,1,101261.278882704,4,5.64
2116,1,"Manager",0,1,129672.406642512,11,7.61
2117,0,"Entry",0,1,56523.9840030447,4,4.36
2118,1,"Entry",0,0,50677.0437426134,2,6.07
2119,0,"Entry",0,0,49876.3109659204,2,4.57
2120,0,"Manager",0,1,121484.154432805,10,4.02
2121,1,"Entry",1,0,55055.8569739145,3,4.9
2122,1,"Manager",0,1,132418.378078418,12,7.65
2123,1,"Entry",0,1,50352.6437980563,3,4.47
2124,0,"Manager",1,0,103240.71331784,6,3.96
2125,1,"Manager",0,1,119281.628276391,8,5.79
2126,1,"Entry",0,1,53967.3206994772,4,4.59
2127,1,"Manager",1,1,107698.882158775,7,4.76
2128,1,"Entry",0,1,47310.1709056892,2,5.11
2129,1,"Entry",1,1,52623.3065477889,3,6.11
2130,1,"Manager",0,1,141211.888816795,12,4.24
2131,1,"Entry",1,1,54112.1417819785,3,5.79
2132,0,"Entry",1,0,47495.5275397804,1,4.57
2133,0,"Entry",1,0,53658.9531333179,2,7.93
2134,1,"Manager",0,0,119071.102329397,7,5.99
2135,1,"Manager",1,1,107309.139175839,4,5.99
2136,0,"Entry",1,0,47846.2630405633,1,5.24
2137,0,"Entry",1,0,47101.3682236576,2,5.92
2138,0,"Entry",1,0,53259.9959432094,2,5.24
2139,1,"Entry",0,1,55401.525749665,3,4.92
2140,0,"Entry",0,0,49820.1992858991,1,3.23
2141,1,"Manager",0,1,128070.793627223,9,3.85
2142,1,"Entry",0,0,49925.7803752747,2,8.27
2143,1,"Manager",0,0,123412.484017028,9,7.54
2144,1,"Manager",1,0,120625.330173054,9,7.85
2145,0,"Manager",0,1,113489.714472451,5,5.83
2146,1,"Manager",0,0,127068.95758608,8,5.03
2147,0,"Entry",0,1,51649.1963959418,2,2.84
2148,0,"Entry",0,0,52873.0259682747,2,4.57
2149,0,"Manager",0,0,121363.804767461,8,5.4
2150,1,"Manager",1,1,93973.5132273568,2,6.31
2151,0,"Entry",1,0,50641.9741767882,1,5.24
2152,1,"Manager",1,1,117170.111077729,9,6.36
2153,1,"Entry",0,1,55344.0019514632,3,7.2
2154,0,"Manager",0,0,114142.077563643,7,5.65
2155,0,"Manager",0,1,125745.500399053,9,5.29
2156,0,"Manager",1,0,102800.4855631,5,6.35
2157,1,"Manager",1,1,103116.876217815,7,5.84
2158,0,"Entry",0,1,56104.7601517244,3,3.84
2159,1,"Manager",0,0,132359.499887034,12,7.86
2160,1,"Entry",0,1,49937.6696236994,1,5.23
2161,1,"Manager",0,1,120621.702571672,7,5.19
2162,0,"Entry",1,1,51980.7026290098,2,5.62
2163,0,"Manager",0,1,142775.562833965,14,4.32
2164,1,"Entry",0,1,47013.783025792,1,6.08
2165,1,"Entry",0,1,48578.0652831995,1,5.02
2166,0,"Manager",0,0,124544.979179013,8,5.35
2167,1,"Manager",1,0,107455.349731695,7,5.88
2168,1,"Manager",0,1,112854.601673518,8,5.38
2169,0,"Entry",0,0,52239.1935741392,2,6.59
2170,1,"Entry",1,0,45303.192010543,0,5.94
2171,1,"Entry",1,1,53898.0336425493,2,6
2172,0,"Entry",0,1,52052.8819955369,3,3.77
2173,1,"Manager",0,1,128090.810084989,8,6.31
2174,0,"Entry",0,0,47646.2669107264,1,4.57
2175,1,"Manager",0,1,127566.55048875,8,9.1
2176,1,"Entry",1,1,51584.0870694055,1,5.07
2177,1,"Manager",1,1,113688.427518756,9,4.67
2178,1,"Manager",1,1,98565.7948558497,3,4.42
2179,1,"Manager",0,1,105198.963498866,3,7.05
2180,1,"Manager",1,1,103948.924105111,4,5.33
2181,1,"Manager",0,0,114675.196643621,8,8.99
2182,1,"Entry",1,0,46780.3533991966,1,7.58
2183,0,"Manager",1,0,96825.7828774666,4,5.69
2184,0,"Manager",0,0,133246.296942793,12,5.82
2185,1,"Entry",0,1,50743.5858699384,2,6.03
2186,0,"Entry",0,0,51201.0860778639,2,5.92
2187,1,"Entry",1,0,52281.7375034962,3,6.23
2188,1,"Entry",0,1,52290.8441748085,3,4.34
2189,1,"Manager",1,0,91480.2761438881,3,6.39
2190,1,"Entry",1,0,49192.5320811958,2,5.88
2191,0,"Entry",0,0,51928.9294288354,3,3.9
2192,1,"Manager",0,0,125721.415852032,10,7.91
2193,1,"Entry",0,1,56359.2180589216,3,6.66
2194,0,"Entry",0,1,44733.5595502803,1,4.82
2195,1,"Manager",0,0,133347.179209342,10,5.26
2196,0,"Entry",1,1,51088.00262014,2,3.08
2197,1,"Entry",0,1,51676.8514878831,2,5.7
2198,1,"Manager",0,1,109797.718377448,7,4.57
2199,0,"Entry",1,0,51446.5744946609,1,5.24
2200,1,"Entry",1,0,40936.563874328,0,4.27
2201,1,"Entry",0,1,49083.2771480614,2,4.34
2202,1,"Manager",0,0,129800.968024694,9,8.09
2203,1,"Manager",1,1,110315.918261404,7,7.15
2204,0,"Entry",0,1,54747.862168652,2,2.94
2205,1,"Manager",0,1,114475.902535016,8,7.04
2206,1,"Manager",0,1,123978.766402799,10,4.54
2207,0,"Entry",0,0,52134.7214567172,2,5.92
2208,1,"Entry",0,0,53711.6017997334,4,6.49
2209,1,"Manager",0,1,117329.73539751,6,5.84
2210,1,"Entry",1,0,49509.0247587709,2,7.58
2211,1,"Entry",0,1,55472.1443590324,4,6.71
2212,0,"Entry",1,0,43434.0440891396,1,6.59
2213,0,"Entry",0,0,48851.8328265221,1,4.57
2214,1,"Manager",0,1,118427.197860616,9,5.64
2215,1,"Entry",0,0,50306.8498462866,3,4.71
2216,1,"Manager",0,1,137479.200787799,13,6.22
2217,0,"Manager",1,1,127970.914444757,10,3.46
2218,1,"Entry",1,1,52419.124089844,3,4.75
2219,0,"Manager",0,1,123490.0124542,8,5.78
2220,0,"Manager",0,1,124800.765324543,10,4.68
2221,0,"Entry",0,1,45883.9507559006,2,3.21
2222,1,"Entry",1,1,48671.1230009459,2,4.55
2223,1,"Entry",1,0,44225.3116514482,1,5.92
2224,1,"Entry",1,0,50050.8195827479,2,6.29
2225,1,"Entry",0,1,52066.9977064972,2,4.78
2226,0,"Entry",0,0,51059.7376800528,2,5.24
2227,1,"Manager",1,1,109198.527236321,4,4.87
2228,1,"Manager",0,1,119380.736452251,9,7.68
2229,0,"Manager",1,1,105529.325234445,4,4.73
2230,0,"Manager",1,0,108223.472670532,8,4.73
2231,0,"Entry",1,0,45115.1297072302,0,5.92
2232,1,"Entry",1,0,48252.5767366555,3,6.04
2233,1,"Entry",1,1,49677.995981796,2,5.45
2234,1,"Entry",1,1,43310.0817289869,1,4.45
2235,1,"Manager",0,1,117744.973408291,9,6.13
2236,0,"Manager",0,1,115153.37188581,5,4.3
2237,0,"Entry",1,1,54842.4423898078,3,3.61
2238,1,"Entry",0,1,50825.5785000891,1,4.93
2239,0,"Manager",0,0,126791.713982258,8,5.38
2240,0,"Manager",0,0,127306.62792242,10,7.58
2241,0,"Manager",0,0,119935.536512146,9,2.5
2242,0,"Entry",0,0,50672.9131412275,2,5.92
2243,1,"Entry",1,0,50216.6441814553,2,5.42
2244,0,"Entry",0,0,46534.8369095203,1,5.92
2245,1,"Entry",1,1,46813.6890671102,2,4.56
2246,1,"Manager",0,0,137767.629244697,11,6.45
2247,0,"Manager",0,0,143843.721245574,14,4.16
2248,1,"Manager",0,1,112278.65496385,8,5.91
2249,1,"Manager",0,0,117770.991539585,8,7.43
2250,1,"Entry",0,1,41400.4636568079,1,6.3
2251,1,"Entry",0,1,48683.9644205447,2,3.81
2252,0,"Manager",0,0,142270.905989647,12,3.65
2253,1,"Entry",0,1,51029.6312587981,3,5.02
2254,1,"Entry",0,0,44952.1176285354,0,6.58
2255,1,"Entry",0,0,52074.1955422358,3,5.32
2256,1,"Manager",1,1,107446.783590339,7,4.98
2257,1,"Entry",0,1,43211.5412087097,1,5.64
2258,1,"Entry",1,0,52890.7186685436,4,5.42
2259,0,"Entry",1,0,48712.3104486761,1,3.9
2260,0,"Manager",1,1,112959.461779409,9,4.9
2261,1,"Manager",0,1,135850.675021662,10,6.29
2262,0,"Entry",0,1,52489.7697920457,3,7.18
2263,0,"Entry",1,0,48154.3315267968,2,5.24
2264,0,"Entry",0,1,52944.4610516569,3,3.69
2265,1,"Manager",0,0,122169.814573493,7,6.37
2266,1,"Manager",0,1,131114.243643287,8,6.82
2267,1,"Manager",1,0,89411.1528500473,2,6.43
2268,1,"Entry",0,0,53264.6122146054,3,6.08
2269,0,"Manager",0,1,131476.204148285,11,5.48
2270,1,"Entry",1,0,50116.1163698243,2,5.18
2271,0,"Manager",0,1,118564.933715735,9,4.73
2272,0,"Entry",0,0,51968.5566225491,3,4.57
2273,1,"Manager",1,1,123029.521765024,10,4.75
2274,1,"Manager",0,0,115835.79443512,7,6.04
2275,1,"Manager",1,1,105955.473783563,4,6.24
2276,1,"Manager",0,0,127391.464520217,10,7.74
2277,1,"Manager",0,1,131634.108444902,12,6.75
2278,1,"Manager",1,0,109442.18358171,5,7.44
2279,1,"Entry",0,1,54441.6272083081,2,5.8
2280,1,"Manager",0,0,116287.72760612,8,6.87
2281,1,"Manager",0,1,111449.860242765,6,8.85
2282,1,"Entry",1,1,52267.0775731838,3,5.65
2283,0,"Manager",0,0,129990.280511657,9,5.56
2284,1,"Entry",0,0,54498.4022236666,4,5.47
2285,1,"Manager",0,1,111748.460178555,7,5.68
2286,1,"Entry",1,1,52616.9773912664,3,4.12
2287,0,"Entry",1,0,43350.8334757733,0,4.57
2288,1,"Entry",0,1,54390.1425299932,2,5.45
2289,1,"Manager",0,1,117114.355078074,6,5.36
2290,1,"Manager",0,1,112413.285960693,8,5.02
2291,0,"Entry",0,0,53012.6174628373,2,5.92
2292,1,"Manager",0,0,113076.323563537,7,8.44
2293,0,"Entry",1,0,49939.040042615,2,5.24
2294,0,"Entry",1,0,51591.5033633012,2,4.57
2295,1,"Manager",0,0,103815.912769748,4,7.63
2296,0,"Manager",1,0,109161.320648912,6,5.77
2297,0,"Entry",0,1,50545.5217771131,3,5.33
2298,1,"Manager",0,1,115302.64669651,6,7.1
2299,1,"Entry",1,1,47998.4682353285,3,6.97
2300,0,"Entry",0,0,48834.9191688194,2,7.26
2301,1,"Manager",0,1,125178.319986244,10,6.17
2302,0,"Entry",0,0,56820.0750717585,3,5.92
2303,1,"Entry",0,0,53931.1491522976,2,6.86
2304,1,"Manager",1,0,108907.620787027,7,5.59
2305,0,"Manager",0,0,124041.85411098,7,4.98
2306,1,"Manager",0,1,126952.762561887,10,8.48
2307,1,"Manager",0,1,121465.362503657,10,3.61
2308,1,"Manager",0,1,126273.88283118,8,6.78
2309,0,"Manager",0,0,120427.96162882,8,6.34
2310,0,"Manager",1,0,114626.613638888,9,3.93
2311,1,"Manager",0,1,134877.752064154,10,6.52
2312,0,"Manager",1,0,97386.8841409061,3,6.28
2313,1,"Manager",0,1,114500.527136333,8,5.83
2314,1,"Manager",0,1,121252.819181519,7,5.9
2315,1,"Manager",0,1,111688.494107757,7,6.03
2316,0,"Entry",1,0,50890.4472882356,2,5.92
2317,1,"Manager",1,0,121060.03548019,8,7.69
2318,1,"Manager",1,0,119125.82009746,6,8.62
2319,0,"Entry",0,0,50623.3049488888,1,5.92
2320,1,"Manager",0,1,128942.862348529,10,5.91
2321,0,"Manager",0,0,125258.270108288,10,6.33
2322,1,"Manager",0,1,129149.631549525,9,7.41
2323,1,"Entry",0,0,50229.7432927609,2,6.94
2324,1,"Entry",1,1,45464.0392005641,2,5.79
2325,1,"Manager",0,1,109926.967533563,7,4.54
2326,1,"Entry",0,0,56224.3528703008,3,8.02
2327,0,"Manager",0,1,111890.662994612,5,4.09
2328,0,"Manager",0,0,128701.254797856,10,5.23
2329,1,"Entry",1,1,53400.9285997247,3,4.55
2330,1,"Manager",1,1,109072.627070366,8,3
2331,1,"Manager",1,0,110729.556027744,5,7.11
2332,1,"Manager",1,1,110571.468149183,6,7.17
2333,0,"Entry",0,0,49390.2887303878,2,4.57
2334,1,"Entry",1,1,52753.8244108612,2,5.95
2335,0,"Entry",0,1,45277.234502104,1,6.21
2336,0,"Entry",0,0,42270.20205657,0,4.57
2337,1,"Manager",0,1,124752.216602882,9,7.49
2338,0,"Entry",1,0,48914.1372785494,2,4.57
2339,0,"Manager",0,1,125903.708817982,9,4.28
2340,0,"Manager",1,0,100856.49157453,3,4.59
2341,1,"Entry",1,1,46985.6237568384,1,6.88
2342,1,"Entry",0,1,46153.4041674019,0,3.83
2343,1,"Manager",0,1,118197.959112119,9,4.12
2344,1,"Entry",0,0,52365.4953020741,3,7.82
2345,1,"Manager",0,0,123368.24977603,9,8.53
2346,1,"Entry",0,0,54268.14173009,2,6.3
2347,1,"Manager",0,1,124730.666329384,8,6.43
2348,1,"Manager",1,1,106506.529537429,6,4.91
2349,0,"Manager",0,0,118065.968023028,8,4.96
2350,1,"Entry",0,1,55236.7616025028,4,3.72
2351,1,"Entry",1,0,53270.0122847763,3,7.06
2352,0,"Entry",1,0,46245.6145621893,1,4.57
2353,1,"Manager",1,0,127541.714968322,9,5.82
2354,1,"Entry",0,1,46013.1971182147,1,5.24
2355,1,"Manager",1,1,122490.951561849,7,4.74
2356,0,"Entry",0,0,47816.7286162026,2,5.24
2357,1,"Manager",0,1,116717.470248931,6,6.03
2358,0,"Entry",1,0,44613.3122771973,0,6.59
2359,0,"Entry",1,0,48700.3458542791,3,5.92
2360,1,"Entry",1,0,51601.985265095,3,5.33
2361,1,"Manager",0,1,132354.309718508,10,7.05
2362,0,"Entry",0,0,47807.3018616018,2,5.24
2363,1,"Manager",0,1,113320.715320124,5,6.86
2364,1,"Manager",1,1,89453.4297465102,4,4.5
2365,0,"Manager",0,0,129303.760194639,9,7.57
2366,1,"Manager",1,1,101602.20299041,6,5.34
2367,1,"Entry",0,1,53358.176866368,2,3.87
2368,0,"Entry",0,0,51500.5999845616,1,4.57
2369,1,"Manager",1,1,124516.179471436,10,4.03
2370,0,"Entry",0,0,51961.2700829193,3,4.57
2371,1,"Manager",0,0,129342.701258676,9,5.82
2372,1,"Entry",1,1,43241.3656829304,0,3.99
2373,1,"Entry",1,0,55485.8246648416,3,6.32
2374,1,"Entry",0,0,51937.5515529117,3,5
2375,1,"Manager",1,1,122572.569417533,9,6.37
2376,0,"Entry",1,1,53377.4820307333,2,2.95
2377,1,"Entry",0,1,51924.7227522245,3,4.03
2378,0,"Entry",1,0,49118.8534036463,2,4.57
2379,0,"Manager",0,1,130458.160683699,12,4.31
2380,0,"Manager",0,0,106836.596335545,5,3.26
2381,1,"Manager",0,1,127191.910785694,11,7.75
2382,0,"Entry",0,1,45806.5246737134,0,2.83
2383,1,"Manager",0,1,131936.26973329,9,7.51
2384,0,"Entry",1,0,51093.6078610489,1,5.92
2385,1,"Entry",0,0,49716.2254130556,1,6.26
2386,1,"Manager",1,1,122778.380258216,9,7.39
2387,0,"Entry",0,1,46697.045331768,2,3.91
2388,1,"Manager",0,0,124465.075268353,10,5.18
2389,1,"Manager",0,0,124118.134827126,10,7.84
2390,1,"Entry",0,0,41571.0904698856,-1,5.59
2391,1,"Entry",0,1,43825.7156080971,0,4.7
2392,0,"Entry",1,1,55910.7423976099,4,1
2393,1,"Manager",1,1,112832.417852725,6,5.74
2394,0,"Entry",0,0,50805.9259120667,3,5.92
2395,0,"Manager",0,1,138682.052611875,12,4.55
2396,1,"Entry",0,1,43834.5659673267,0,4.93
2397,1,"Manager",0,1,140161.728153499,11,6.54
2398,0,"Entry",0,0,49344.510004523,2,5.92
2399,1,"Manager",1,0,91072.3839527822,3,6.75
2400,0,"Entry",0,1,54454.4237134478,3,4.45
2401,0,"Manager",0,0,137341.428538779,11,5.86
2402,0,"Entry",0,0,54471.0084126794,4,5.24
2403,1,"Manager",0,0,108573.551546052,6,7.86
2404,1,"Manager",1,1,101559.416866982,4,2.63
2405,1,"Manager",0,0,119477.580224613,7,7.45
2406,1,"Manager",0,1,120207.718826673,10,6.6
2407,1,"Entry",1,1,47331.9501662681,1,3.91
2408,1,"Entry",1,1,52095.9422024415,2,2.93
2409,1,"Entry",1,0,51298.8243060424,2,4.87
2410,1,"Manager",0,1,124616.874595926,8,4.5
2411,0,"Entry",1,0,47581.231283451,1,3.9
2412,1,"Entry",0,1,53366.1607824547,3,5.17
2413,1,"Entry",0,1,51340.7418683794,1,6.14
2414,1,"Manager",0,0,122052.025268363,8,9.1
2415,0,"Manager",0,1,118504.512058818,8,5.22
2416,0,"Manager",0,0,120955.224805898,7,6.92
2417,1,"Manager",1,1,111521.125686116,6,5.08
2418,1,"Manager",0,0,133564.719471517,10,7.27
2419,1,"Manager",0,1,143275.23533794,13,4.69
2420,1,"Manager",0,1,119790.315636484,10,5.87
2421,1,"Manager",0,1,111187.368981275,8,5.9
2422,0,"Manager",1,1,93070.8200225855,2,4.53
2423,1,"Entry",1,1,49391.683715274,2,6.24
2424,1,"Manager",0,1,134624.443062285,10,6.73
2425,1,"Manager",0,1,98314.6376567708,6,6.31
2426,0,"Entry",0,0,52178.106300052,3,5.92
2427,0,"Manager",1,0,124187.989878581,8,6.31
2428,0,"Manager",0,0,96250.9553996614,4,4.39
2429,0,"Manager",0,0,132256.797560198,10,5.83
2430,1,"Entry",1,1,46573.667657363,1,5.11
2431,1,"Entry",1,1,46350.7287094136,2,1.7
2432,0,"Manager",0,0,129482.366628756,10,6.72
2433,1,"Entry",0,0,43111.3802807841,1,7.87
2434,0,"Entry",1,0,52242.9978549259,3,5.92
2435,1,"Manager",1,1,112998.931623281,8,5.17
2436,0,"Entry",0,0,50862.5210320691,2,5.24
2437,1,"Entry",0,1,50362.9832862157,2,5.71
2438,1,"Manager",0,1,104358.715932564,5,7.08
2439,0,"Entry",1,1,50669.3876312372,3,3.66
2440,0,"Manager",0,1,148926.877291131,15,2.45
2441,1,"Entry",1,0,53753.0129427184,2,8.32
2442,0,"Manager",0,1,129115.150158721,10,3.67
2443,1,"Manager",1,1,122269.997187779,9,5.39
2444,1,"Entry",1,1,47822.8717312408,1,5.48
2445,0,"Entry",0,0,47187.2362972778,2,5.92
2446,0,"Entry",1,1,49387.4361339221,1,4.02
2447,1,"Entry",1,0,50795.1169067818,1,6.76
2448,1,"Manager",0,1,134561.365868098,10,6.21
2449,1,"Manager",1,1,110742.709771374,6,4.41
2450,0,"Entry",0,0,54397.6175744596,3,5.24
2451,0,"Entry",0,1,51627.0303878768,1,2.66
2452,1,"Entry",0,0,52049.5055078955,3,6.9
2453,1,"Manager",1,0,115113.574471473,8,5.45
2454,1,"Manager",0,1,156125.751140146,14,7.4
2455,1,"Entry",1,0,46073.0281452633,1,6.93
2456,0,"Entry",1,0,56154.8424249631,4,5.24
2457,0,"Entry",0,0,53532.6946544031,3,5.92
2458,0,"Entry",0,1,45348.0786304737,2,6.16
2459,1,"Entry",1,1,46714.8307747671,1,4.39
2460,0,"Manager",0,0,106704.443844384,7,6.94
2461,1,"Manager",0,1,127156.277323217,9,4.38
2462,0,"Entry",0,1,51049.5369735986,2,1.81
2463,0,"Manager",0,0,119340.798118425,6,6.06
2464,1,"Manager",0,1,115640.108398736,8,4.32
2465,0,"Entry",1,0,53004.6934885537,2,7.26
2466,0,"Manager",0,0,131003.929821938,10,3.54
2467,1,"Manager",0,0,131293.303569721,12,6.29
2468,0,"Entry",1,0,50102.2274167313,2,6.59
2469,1,"Manager",1,0,121935.994967615,8,7.84
2470,1,"Manager",1,1,113107.124149114,5,6.65
2471,1,"Entry",1,0,49842.9570477418,2,6.29
2472,0,"Entry",1,0,48209.8268251335,2,4.57
2473,1,"Entry",0,1,51341.8844841459,3,6.97
2474,1,"Manager",1,1,124142.233007934,9,6.57
2475,0,"Manager",0,0,123403.419658579,9,6.35
2476,1,"Entry",1,1,47984.9707139511,1,5.23
2477,1,"Manager",0,1,116168.621550313,7,6.31
2478,0,"Entry",0,0,52348.8372504429,2,5.92
2479,0,"Entry",0,0,48102.3725117096,1,5.92
2480,0,"Entry",0,0,44528.1878749718,1,6.59
2481,0,"Manager",1,1,105697.602821324,6,3.47
2482,1,"Manager",0,1,123404.150159074,7,5.18
2483,1,"Manager",0,0,117450.58174177,9,7.77
2484,0,"Manager",1,0,101754.121675556,3,7.59
2485,1,"Manager",1,1,104283.705311705,6,5.99
2486,0,"Entry",1,0,51366.6356066719,2,5.24
2487,0,"Manager",0,1,124267.778842731,10,3.98
2488,1,"Entry",1,0,52415.4897890374,3,4.59
2489,1,"Manager",0,1,122120.249656223,7,7.43
2490,1,"Manager",1,1,100784.662087896,4,7.55
2491,0,"Manager",1,0,123819.710363101,10,4.62
2492,0,"Entry",0,0,42946.1287765172,1,4.57
2493,1,"Manager",0,1,115046.309283336,7,5.32
2494,1,"Manager",0,1,130947.965830654,10,5.16
2495,1,"Manager",0,1,108978.891106656,7,4.12
2496,1,"Entry",1,0,51719.0302180191,2,7.19
2497,0,"Manager",0,0,121939.387549595,9,6.28
2498,0,"Manager",0,1,134335.331010728,11,6.75
2499,1,"Entry",1,0,46022.0410744222,2,5.37
2500,0,"Entry",1,0,47341.5026477131,2,3.23
2501,1,"Manager",0,1,128695.593524386,10,5.51
2502,0,"Manager",0,0,111215.982236463,4,4.7
2503,1,"Manager",0,0,105591.565657513,4,6.31
2504,1,"Entry",0,0,55324.5308940373,3,6.66
2505,1,"Entry",1,1,53737.803136796,3,7.11
2506,1,"Entry",0,1,55706.9578191304,4,6.13
2507,1,"Manager",1,1,112945.611477165,6,8.33
2508,1,"Manager",1,1,101077.165385944,2,6.7
2509,1,"Manager",1,1,119787.293983691,8,5.09
2510,1,"Manager",1,1,106509.365610136,4,5.15
2511,1,"Entry",0,1,50594.9843273575,2,6.79
2512,1,"Manager",1,0,126715.527387646,8,5.6
2513,0,"Entry",1,0,52322.9501916981,3,5.24
2514,1,"Manager",0,1,125251.123725314,8,5.19
2515,0,"Manager",0,0,116667.461801391,6,5.44
2516,0,"Entry",0,1,56639.9647479345,3,3.5
2517,0,"Entry",0,0,52667.6634378449,2,4.57
2518,1,"Entry",1,1,50245.8533532054,2,5.18
2519,1,"Entry",0,1,52274.8835729553,2,4.73
2520,1,"Manager",0,1,135614.799823186,11,5.69
2521,1,"Entry",0,1,44875.8268438673,1,3.59
2522,0,"Entry",1,0,43681.0883697886,0,4.57
2523,0,"Entry",1,0,46166.1023361575,1,6.59
2524,0,"Entry",1,0,55456.8549338775,2,6.59
2525,1,"Entry",1,0,51334.3842416959,3,5.36
2526,0,"Entry",1,0,45362.9921290816,0,3.9
2527,1,"Manager",0,0,114045.825725828,6,7.93
2528,1,"Manager",0,0,125222.878793535,7,6.62
2529,1,"Manager",0,0,121624.36582486,8,8.87
2530,0,"Manager",0,1,116194.362245421,7,4.8
2531,0,"Manager",0,0,109429.788430168,5,5.88
2532,1,"Entry",1,0,45471.5078671861,1,6.8
2533,0,"Manager",0,1,144066.940163657,12,2.6
2534,0,"Entry",0,0,46517.8869945049,1,5.92
2535,0,"Entry",1,1,53748.3878138252,4,2.55
2536,1,"Manager",0,1,126928.987170964,10,5.15
2537,1,"Manager",0,1,125790.664616014,8,7.43
2538,1,"Manager",0,1,128118.579019521,10,6.42
2539,1,"Entry",0,1,51058.0497383216,2,5.05
2540,1,"Entry",1,0,51107.1046494173,2,8.06
2541,1,"Manager",1,1,114584.9438826,6,5.63
2542,1,"Entry",1,0,53202.5666324999,3,5.09
2543,1,"Entry",0,1,45376.4265875249,2,4.88
2544,0,"Entry",1,1,48921.0235903114,1,1.95
2545,1,"Manager",0,1,122272.348684595,10,6.12
2546,0,"Entry",0,0,45036.408504789,1,4.57
2547,1,"Manager",0,0,128360.363183517,9,5.98
2548,1,"Entry",0,0,48638.6066166517,2,5.86
2549,0,"Entry",0,0,50150.8491554813,1,4.57
2550,1,"Entry",1,1,50682.6329823509,3,7.35
2551,0,"Entry",1,1,49453.6139254506,2,2.79
2552,0,"Entry",1,1,52966.0488596228,2,4.52
2553,0,"Entry",0,1,51818.4408296148,3,1.22
